campaign,campaign_status,category,content,Country,country_shortname,coupon_code,date,id,influencer_name,latest year,max_coupon_data_refresh_date,max_coupon_reporting_date,max_influencer_data_refresh_date,medium,medium_modified,medium_type,medium_type_modified,month,month of order date,previous year,project_management,quality,region,reporting_shared,Select Year,size,size_modified ,Top 20 Inlfuencer names,Top Influencers with zero costs,#Posts,#Voucher,AOV,campaign_transaction_revenue,ce_posts,CPI,CPM,CPO,CPR,CPU,CR,dq_indicator_yes_all,dq_indicator_yes_central_europe,dq_indicator_yes_north_europe,dq_indicator_yes_south_europe,Engagement,Engagement Rate,Follower,Low Engagement rate High Cost,ne_posts,Net Reach,New User,no_campaign_item_revenue,no_campaign_net_revenue,no_influencer_campaign_item_revenue,no_influencer_campaign_net_revenue,no_influencer_campaign_transaction_revenue,NR Target,NR UTM,NR Voucher,NR/1000 Views,Orders,se_posts,"Select Metric by CPM,CPR & CPI",Select Metric by NR_User_Net Reach,sessions,Total Costs,Total NR,User,User / View
l-de-n-ig-akkcess_2102,done,gaming,,Germany,DE,JB,16/2/2021,DE20212_48,akkcess,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,1,"81,75","364,21",0,"0,77","20,29","32,56","0,40","1,65","4,95%",1,0,0,0,383,"2,65%",61700,FALSE,0,14446,161,,"340,61",,"90,47","115,93","586,13 €","304,65 €","431,08 €",51,9,0,"20,286,757,580",178,182,"293,06 €","735,73 €",178,"0,01"
l-de-n-ig-lisarrey_2102-2,done,family,,Germany,DE,LISARREY,16/2/2021,DE20212_69,lisarrey,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,1,"51,73","11001,53",0,"0,57","22,16","7,53","0,15","0,71","8,93%",1,0,0,0,3361,"3,86%",137000,FALSE,0,87003,1701,,"3126,5",,"681,62","771,37","3.855,40 €","9.434,71 €","3.808,12 €",152,256,0,"22,156,707,240",2709,2867,"1.927,70 €","13.242,83 €",2709,"0,03"
l-de-n-ig-kathisdailylife_2102,done,family,,Germany,DE,,15/2/2021,DE20212_111,kathis_daily_life,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"44,29","1739,9",0,"0,83","36,73","30,65","0,69","1,09","3,43%",1,0,0,0,1261,"4,45%",31200,FALSE,0,28367,770,,,,,,"1.389,33 €","1.506,02 €",,53,34,0,"36,732,823,351",957,991,"1.042,00 €","1.506,02 €",957,"0,03"
l-de-n-ig-instadad_2102,done,family,,Austria,AT,,14/2/2021,AT20212_102,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"42,59","1567,23",0,"0,91","25,23","37,50","0,88","1,06","2,74%",1,0,0,0,1315,"2,77%",78600,FALSE,0,47555,743,,,,,,"1.600,00 €","1.362,88 €",,29,32,0,"25,233,939,649",1135,1166,"1.200,00 €","1.362,88 €",1135,"0,02"
l-de-n-ig-patrickfabianofficial_21022,done,sports,,Germany,DE,,14/2/2021,DE20212_98,patrickfabianofficial,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"42,39","194,2",0,"2,09","57,45","208,40","4,92","4,05","1,91%",1,0,0,0,399,"2,75%",314000,FALSE,0,14511,168,,,,,,"1.111,47 €","169,54 €",,12,4,0,"57,446,075,391",206,209,"833,60 €","169,54 €",206,"0,01"
l-de-n-ig-triplewonderandme_2102,done,family,,Germany,DE,TRIPLEWONDERANDME,13/2/2021,DE20212_16,triplewonderandme_,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,1,"65,12","2214,15",0,"0,95","50,87","13,57","0,21","1,38","9,72%",1,0,0,0,684,"5,34%",58800,FALSE,0,12802,283,,"833,77",,"401,36","456,67","1.302,50 €","1.890,78 €","1.235,13 €",244,48,0,"50,870,957,663",472,494,"651,25 €","3.125,91 €",472,"0,04"
l-de-n-ig-fatahasanovic_2102,done,lifestyle,,Germany,DE,FATA,12/2/2021,DE20212_20,fata.hasanovic,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,1,"104,80","2,011,048,626",0,"0,68","29,74","36,47","0,35","0,85","2,24%",1,0,0,0,2151,"4,39%",453000,FALSE,0,49048,1447,,"2080,66",,"353,8","393,64","2.917,60 €","1.757,45 €","2.434,46 €",85,40,0,"29,742,293,264",1710,1787,"1.458,80 €","4.191,91 €",1710,"0,03"
l-de-n-ig-feliliebt3maenner_2102,done,family,,Germany,DE,,12/2/2021,DE20212_7,feli_liebt_3_maenner,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Mikro,Mikro,,FALSE,1,,"36,67","206,85",0,"0,56","25,64","37,51","1,02","0,89","2,35%",1,0,0,0,333,"4,55%",23700,FALSE,0,7316,143,,,,,,"250,08 €","183,35 €",,25,5,0,"25,636,960,087",210,213,"187,56 €","183,35 €",210,"0,03"
l-de-n-ig-dietzunddas_2102,done,lifestyle,,Germany,DE,,12/2/2021,DE20212_19,dietz.und.das,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"44,32","149,55",0,"1,46","32,52","138,93","3,13","2,18","1,55%",1,0,0,0,285,"2,22%",45100,FALSE,0,12816,146,,,,,,"555,73 €","132,96 €",,10,3,0,"32,521,847,690",191,194,"416,80 €","132,96 €",191,"0,01"
l-de-n-ig-mumnnina_2102,done,family,,Germany,DE,MUM-N-NINA,10/2/2021,DE20212_17,mum_n_nina,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Midlevel,Midlevel,,FALSE,1,1,"80,92","937,49",0,"0,65","32,56","14,47","0,18","1,55","10,29%",,,,,400,"5,00%",73500,FALSE,0,8000,107,,"463,49",,"181,75","203,63","521,00 €","811,37 €","645,24 €",182,18,0,"325,625",168,175,"260,50 €","1.456,61 €",168,"0,02"
l-de-n-ig-sarah.thei_2102,done,sports,unboxing,Austria,AT,,10/2/2021,AT20212_106,sarah.thei,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"33,84","285,15",0,"0,86","35,61","149,14","4,41","1,31","0,84%",1,0,0,0,1217,"4,15%",374500,FALSE,0,29321,734,,,,,,"1.392,00 €","236,85 €",,8,7,0,"35,605,879,745",794,830,"1.044,00 €","236,85 €",794,"0,03"
l-de-n-ig-tunishaikel_21023,done,entertainment,,Germany,DE,,10/2/2021,DE20212_62,tunishaikel,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"44,10","99,7",0,"0,59","74,24","150,00","3,40","2,13","1,34%",1,0,0,0,510,"12,62%",38400,FALSE,0,4041,125,,,,,,"400,00 €","88,20 €",,22,2,0,"74,239,049,740",141,149,"300,00 €","88,20 €",141,"0,03"
l-de-n-ig-arwin.habibo_2102,done,entertainment,,Germany,DE,HABIBO,10/2/2021,DE20212_49,arwin.habibo,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,1,"43,44","302,91",0,"0,23","25,75","58,33","1,34","0,67","1,12%",1,0,0,0,1542,"11,35%",30500,FALSE,0,13590,493,"299,6",,"34,95",,,"700,00 €","260,62 €",,19,6,0,"25,754,231,052",524,537,"350,00 €","260,62 €",524,"0,04"
l-de-n-ig-leoobalys_2102,done,lifestyle,,Germany,DE,LEOOBALYS,10/2/2021,DE20212_33,leoobalys,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Mega,Mega,,FALSE,1,1,"111,20","1826,3",0,"0,54","21,16","40,00","0,36","0,67","1,59%",1,0,0,0,3700,"3,91%",1500000,FALSE,0,94511,2564,,"3105,69",,"960,93","1127,68","4.000,00 €","1.493,25 €","4.066,62 €",59,50,0,"21,161,557,914",2976,3139,"2.000,00 €","5.559,87 €",2976,"0,03"
l-de-n-ig-jefromomlifestyle_2102,done,family,,Germany,DE,,10/2/2021,DE20212_26,jefro_momlifestyle,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"51,28","1079,75",0,"1,31","36,21","104,20","2,03","1,57","1,48%",1,0,0,0,1434,"2,77%",66900,FALSE,0,51803,873,,,,,,"2.500,80 €","922,98 €",,18,18,0,"36,206,397,313",1194,1218,"1.875,60 €","922,98 €",1194,"0,02"
l-de-n-ig-lleennyyy_2102,done,fashion,,Germany,DE,,10/2/2021,DE20212_18,lleennyyy,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"42,93","199,35",0,"0,42","15,85","39,08","0,91","0,77","1,91%",1,0,0,0,370,"3,75%",62700,FALSE,0,9864,180,,,,,,"208,40 €","171,73 €",,17,4,0,"15,845,498,783",203,209,"156,30 €","171,73 €",203,"0,02"
l-de-n-ig-getthetriplets_2102,done,family,,Germany,DE,GET-THE-TRIPLETS,9/2/2021,DE20212_14,getthetriplets,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Midlevel,Midlevel,,FALSE,1,1,"57,24","1037,28",0,"0,78","24,05","12,50","0,22","1,65","12,69%",,,,,400,"3,08%",40600,FALSE,0,13000,126,,"337,85",,"221,33","252,5","625,20 €","871,70 €","559,18 €",110,25,0,"24,046,153,846",189,197,"312,60 €","1.430,88 €",189,"0,01"
l-de-n-ig-doktorfroid_2102,done,gaming,,Germany,DE,,9/2/2021,DE20212_94,doktor_froid,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,,"44,33",1367,0,"1,24","35,60","57,78","1,30","4,51","7,12%",,,,,1254,"2,86%",20400,FALSE,0,43816,293,,,,,,"2.080,00 €","1.196,93 €",,27,27,0,"35,603,432,536",346,379,"1.560,00 €","1.196,93 €",346,"0,01"
l-de-n-ig-kimlianne_2102,done,lifestyle,,Germany,DE,,9/2/2021,DE20212_131,kimlianne,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"38,94","1920,52",0,"1,02","46,15","68,23","1,75","1,40","1,98%",1,0,0,0,2816,"4,54%",505000,FALSE,0,62092,1771,,,,,,"3.820,67 €","1.635,64 €",,26,42,0,"46,149,262,385",2045,2120,"2.865,50 €","1.635,64 €",2045,"0,03"
l-de-n-ig-wolterkevin_2102,done,sports,unboxing,Germany,DE,,9/2/2021,DE20212_121,wolterkevin,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"47,48","381,9",0,"2,08","39,06","111,64","2,35","1,19","1,00%",1,0,0,0,376,"1,88%",320000,FALSE,0,20008,627,,,,,,"1.042,00 €","332,33 €",,17,7,0,"39,059,376,250",658,697,"781,50 €","332,33 €",658,"0,03"
l-de-n-ig-eugen.fink_2102,done,sports,valentines_bundle,Germany,DE,,9/2/2021,DE20212_50,eugen.fink,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Mikro,Mikro,,FALSE,1,,"42,22","144,65",0,"1,18","35,67","69,47","1,65","1,46","2,01%",1,0,0,0,176,"3,01%",13100,FALSE,0,5842,105,,,,,,"277,87 €","126,66 €",,22,3,0,"35,672,714,824",143,149,"208,40 €","126,66 €",143,"0,02"
l-de-n-ig-valentinesbundle-lisamkws_2102,done,lifestyle,valentines_bundle,Germany,DE,,8/2/2021,DE20212_130,lisamkws_,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Mikro,Mikro,,FALSE,1,,"43,78","99,9",0,"0,63","14,77","162,50","3,71","0,76","0,42%",1,0,0,0,515,"2,34%",28000,FALSE,0,22000,352,,,,,,"433,33 €","87,56 €",,4,2,0,"14,772,727,273",429,472,"325,00 €","87,56 €",429,"0,02"
l-de-n-ig-majakleeene_2102,done,sports,valentines_bundle,Germany,DE,,8/2/2021,DE20212_41,majakleeene,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"43,78","149,85",0,"0,49","35,55","86,83","1,98","0,94","1,05%",1,0,0,0,534,"7,29%",47800,FALSE,0,7327,232,,,,,,"347,33 €","131,34 €",,18,3,0,"35,553,432,510",277,287,"260,50 €","131,34 €",277,"0,04"
l-de-n-ig-valentinesbundle-mrsbella_2102,done,beauty,valentines_bundle,Germany,DE,,8/2/2021,DE20212_103,mrsbella,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram ,instagram,ig_story ,ig_story ,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Mega,Mega,,FALSE,1,,"43,34","9543,42",0,"0,81","56,62","54,27","1,25","0,96","1,74%",1,0,0,0,12927,"7,02%",2000000,TRUE,0,184043,9054,,,,,,"0,00 €","8.320,76 €",,45,192,0,"56,617,203,588",10837,11037,"10.420,00 €","8.320,76 €",10837,"0,06"
l-de-n-ig-kimfk_2102,done,sports,valentines_bundle,Germany,DE,,8/2/2021,DE20212_104,kimfk,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"54,18","124,85",0,"0,66","26,60","39,15","0,72","0,91","2,22%",1,0,0,0,119,"4,04%",71800,FALSE,0,2944,56,,,,,,"104,40 €","108,35 €",,37,2,0,"26,596,467,391",86,90,"78,30 €","108,35 €",86,"0,03"
l-de-n-ig-realnathalee_2102,done,family,,Germany,DE,,8/2/2021,DE20212_84,realnathalee,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"46,48","844,4",0,"0,65","24,90","43,75","0,94","0,98","2,18%",1,0,0,0,1085,"3,86%",53300,FALSE,0,28109,455,,,,,,"933,33 €","743,60 €",,26,16,0,"24,903,055,961",717,734,"700,00 €","743,60 €",717,"0,03"
l-de-n-tk-marvholm_2102,done,entertainment,,Germany,DE,,7/2/2021,DE20212_34,marvholm,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,tiktok,tiktok,tk_video,tk_video,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,,All,Mega,Mega,,FALSE,1,,"47,69","611,8",0,"0,08","15,10","473,64","9,93","6,09","1,01%",,,,,62444,"18,10%",1700000,FALSE,0,345000,792,,,,,,"0,00 €","524,64 €",,2,11,0,"15,101,449,275",855,1094,"5.210,00 €","524,64 €",855,"0,00"
l-de-n-ig-ohbrox_2102,done,entertainment,unboxing,Germany,DE,,6/2/2021,DE20212_56,ohbrox,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"38,65","43,9",0,"1,06","59,93","150,00","3,88","2,31","1,39%",1,0,0,0,141,"5,63%",62300,FALSE,0,2503,62,,,,,,"200,00 €","38,65 €",,15,1,0,"59,928,086,296",65,72,"150,00 €","38,65 €",65,"0,03"
l-de-n-ig-annkathrin.martin_2102,done,sports,unboxing,Germany,DE,,6/2/2021,DE20212_83,annkathrin.martin,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"43,97","245,2",0,"0,91","54,21","35,00","0,80","1,23","3,33%",1,0,0,0,192,"5,95%",170000,FALSE,0,3228,128,,,,,,"233,33 €","219,83 €",,68,5,0,"54,213,135,068",142,150,"175,00 €","219,83 €",142,"0,04"
l-de-n-ig-aluschis.kitchen_2102,done,nutrition,unboxing,Germany,DE,,6/2/2021,DE20212_109,aluschis.kitchen,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"42,99","156,7",0,"1,61","46,65","434,17","10,10","3,38","0,77%",1,0,0,0,810,"2,90%",115000,FALSE,0,27921,358,,,,,,"1.736,67 €","128,98 €",,5,3,0,"46,649,475,305",385,388,"1.302,50 €","128,98 €",385,"0,01"
l-de-n-ig-valentinesbundle-meggy_2102,done,lifestyle,valentines_bundle,Germany,DE,,6/2/2021,DE20212_13,meggy,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"42,92","293,06",0,"0,25","25,08","32,13","0,75","0,67","2,02%",1,0,0,0,765,"9,95%",222000,FALSE,0,7685,222,,,,,,"257,03 €","257,52 €",,34,6,0,"25,083,929,733",287,297,"192,77 €","257,52 €",287,"0,04"
l-de-n-ig-florian.thiele_official_2102,done,family,valentines_bundle,Germany,DE,,6/2/2021,DE20212_100,florian.thiele_official,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"47,92","1253,68",0,"1,17","35,57","58,70","1,22","1,76","2,89%",1,0,0,0,1151,"3,03%",182000,FALSE,0,37956,583,,,,,,"1.800,00 €","1.102,21 €",,29,23,0,"35,567,499,210",769,797,"1.350,00 €","1.102,21 €",769,"0,02"
l-de-n-ig-valentinesbundle-janihager_2102,done,lifestyle,valentines_bundle,Germany,DE,,5/2/2021,DE20212_12,janihager,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"42,25","290,65",0,"0,33","20,94","29,52","0,70","0,44","1,44%",1,0,0,0,532,"6,29%",41000,FALSE,0,8461,324,,,,,,"236,19 €","253,49 €",,30,6,0,"20,936,059,567",402,416,"177,14 €","253,49 €",402,"0,05"
l-de-n-ig-valentinesbundle-jileileen_2102,done,travel,valentines_bundle,Germany,DE,,5/2/2021,DE20212_138,jileileen,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"49,62","958,48",0,"1,28","32,56","70,49","1,42","1,84","2,47%",1,0,0,0,938,"2,55%",101000,FALSE,0,36799,535,,,,,,"1.597,73 €","843,47 €",,23,17,0,"32,563,384,875",651,689,"1.198,30 €","843,47 €",651,"0,02"
l-de-n-ig-iangleiber_2102,done,lifestyle,valentines_bundle,Germany,DE,,4/2/2021,DE20212_99,iangleiber,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"39,62","834,91",0,"0,81","59,07","46,31","1,17","1,03","2,18%",1,0,0,0,1034,"7,33%",304000,FALSE,0,14113,666,,,,,,"1.111,47 €","713,11 €",,51,18,0,"59,066,109,261",806,826,"833,60 €","713,11 €",806,"0,06"
l-de-n-ig-valentinesbundle-lejannik_2102,done,lifestyle,valentines_bundle,Germany,DE,,4/2/2021,DE20212_10,lejannik,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"42,75","1618,36",0,"0,74","30,54","31,58","0,74","0,84","2,51%",1,0,0,0,1406,"4,12%",176000,FALSE,0,34120,852,,,,,,"1.389,33 €","1.410,61 €",,41,33,0,"30,539,273,154",1236,1316,"1.042,00 €","1.410,61 €",1236,"0,04"
l-de-n-ig-katharinakock_2102,done,entertainment,valentines_bundle,Germany,DE,,4/2/2021,DE20212_11,katharinakock,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"45,05","640,13",0,"0,83","44,70","69,47","1,54","1,21","1,64%",1,0,0,0,1007,"5,40%",132000,FALSE,0,18647,562,,,,,,"1.111,47 €","540,60 €",,29,12,0,"44,704,241,969",688,731,"833,60 €","540,60 €",688,"0,04"
l-de-n-ig-mimikraus_2102,done,sports,valentines_bundle,Germany,DE,,4/2/2021,DE20212_65,mimikraus,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"44,11","1806,56",0,"2,68","35,17","104,20","2,36","1,54","1,43%",1,0,0,0,1359,"1,31%",203500,FALSE,0,103695,1880,,,,,,"4.862,67 €","1.543,73 €",,15,35,0,"35,170,451,806",2363,2456,"3.647,00 €","1.543,73 €",2363,"0,02"
l-de-n-ig-pascal.kappes_2102,done,sports,unboxing,Germany,DE,,4/2/2021,DE20212_81,pascal.kappes,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"48,17","162,87",0,"3,86","122,10","333,33","6,92","7,04","1,96%",1,0,0,0,259,"3,16%",134900,FALSE,0,8190,129,,,,,,"1.333,33 €","144,50 €",,18,3,0,"122,100,122,100",142,153,"1.000,00 €","144,50 €",142,"0,02"
l-de-n-ig-anna.wilken_2102,done,health,,Germany,DE,,4/2/2021,DE20212_9,anna.wilken,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Makro,Makro,,FALSE,1,,"34,87","942,17",0,"0,95","14,03","65,24","1,87","2,63","3,85%",,,,,1574,"1,47%",268000,FALSE,0,106971,472,,,,,,"2.000,64 €","802,08 €",,7,23,0,"14,026,979,275",571,598,"1.500,48 €","802,08 €",571,"0,01"
l-de-n-ig-patrickfabianofficial_2102,done,sports,unboxing,Germany,DE,,4/2/2021,DE20212_97,patrickfabianofficial,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"36,69","611,97",0,"1,14","53,15","59,54","1,62","1,56","2,57%",1,0,0,0,733,"4,67%",314000,FALSE,0,15685,462,,,,,,"1.111,47 €","513,69 €",,33,14,0,"53,146,318,138",534,545,"833,60 €","513,69 €",534,"0,03"
l-de-n-ig-twenty4.tim_2102,done,lifestyle,valentines_bundle,Germany,DE,,3/2/2021,DE20212_66,twenty4.tim,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Jessi,,Central Europe,y,All,Mega,Mega,,FALSE,1,,"41,79","20163,43",0,"0,20","42,03","11,16","0,27","0,27","2,38%",1,0,0,0,23400,"20,98%",1100000,FALSE,0,111557,13192,,,,,,"6.252,00 €","17.552,06 €",,157,420,0,"42,032,324,283",17105,17622,"4.689,00 €","17.552,06 €",17105,"0,15"
l-de-n-ig-valentinesbundle-majenkov_2102,done,family,valentines_bundle,Germany,DE,,3/2/2021,DE20212_75,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/2/2021,1/2/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Mikro,Mikro,,FALSE,1,,"45,25","259,35",0,"1,13","29,52","100,00","2,21","1,57","1,52%",1,0,0,0,442,"2,61%",28600,FALSE,0,16937,219,,,,,,"666,67 €","226,23 €",,13,5,0,"29,521,166,677",318,330,"500,00 €","226,23 €",318,"0,02"
